KaBP	Longitude	Latitude	Mega_biome
2.5000 	-70.5958 	46.2792 	3.0000 
2.5000 	-70.3578 	54.3558 	4.0000 
2.5000 	-70.3500 	45.8500 	3.0000 
2.5000 	-70.3500 	44.0333 	3.0000 
2.5000 	-70.3500 	43.9667 	3.0000 
2.5000 	-70.2083 	41.2833 	3.0000 
2.5000 	-70.0583 	41.2750 	3.0000 
2.5000 	-70.0005 	41.9327 	3.0000 
2.5000 	-69.9297 	54.4236 	4.0000 
2.5000 	-69.9189 	54.4189 	4.0000 
2.5000 	-69.8328 	60.7828 	8.0000 
2.5000 	-69.4103 	43.9214 	3.0000 
2.5000 	-69.4000 	54.8833 	4.0000 
2.5000 	-69.3528 	47.8439 	4.0000 
2.5000 	-69.3167 	44.9833 	3.0000 
2.5000 	-68.9439 	47.5328 	3.0000 
2.5000 	-68.9000 	46.0833 	3.0000 
2.5000 	-68.7333 	45.0417 	3.0000 
2.5000 	-68.6392 	44.6275 	3.0000 
2.5000 	-67.5000 	55.0167 	4.0000 
2.5000 	-67.4000 	55.2500 	4.0000 
2.5000 	-67.1319 	50.1403 	4.0000 
2.5000 	-67.0667 	52.2500 	4.0000 
2.5000 	-66.7667 	53.9000 	4.0000 
2.5000 	-66.7167 	45.1444 	3.0000 
2.5000 	-66.2667 	50.5500 	4.0000 
2.5000 	-66.1250 	48.9108 	4.0000 
2.5000 	-66.0833 	66.1350 	8.0000 
2.5000 	-65.8389 	48.2375 	4.0000 
2.5000 	-65.2669 	48.0519 	4.0000 
2.5000 	-64.8333 	56.7833 	4.0000 
2.5000 	-64.8167 	56.7667 	4.0000 
2.5000 	-64.8000 	47.0750 	4.0000 
2.5000 	-64.6800 	56.6700 	4.0000 
2.5000 	-64.1833 	45.0167 	4.0000 
2.5000 	-64.0750 	46.6736 	3.0000 
2.5000 	-63.8833 	56.6333 	4.0000 
2.5000 	-63.6428 	44.5633 	3.0000 
2.5000 	-63.2500 	55.6667 	4.0000 
2.5000 	-63.2000 	55.3333 	4.0000 
2.5000 	-63.0250 	46.2500 	4.0000 
2.5000 	-62.6333 	55.0333 	4.0000 
2.5000 	-62.1500 	46.4083 	4.0000 
2.5000 	-60.3917 	46.0667 	3.0000 
2.5000 	-60.1667 	53.5167 	4.0000 
2.5000 	-58.9650 	48.6186 	4.0000 
2.5000 	-58.8000 	48.2600 	4.0000 
2.5000 	-58.5500 	53.2333 	4.0000 
2.5000 	-58.2400 	48.2400 	4.0000 
2.5000 	-58.0500 	52.2667 	4.0000 
2.5000 	-57.9500 	49.6700 	4.0000 
2.5000 	-57.7500 	53.0500 	4.0000 
2.5000 	-57.7167 	54.4000 	4.0000 
2.5000 	-57.7100 	49.6900 	8.0000 
2.5000 	-57.3667 	54.5833 	4.0000 
2.5000 	-57.3000 	51.5167 	4.0000 
2.5000 	-56.4333 	52.4500 	4.0000 
2.5000 	-56.1964 	50.0342 	4.0000 
2.5000 	-55.5500 	51.5733 	8.0000 
2.5000 	-55.5300 	51.6000 	4.0000 
2.5000 	-53.1333 	47.3222 	4.0000 
2.5000 	-52.7139 	47.5903 	4.0000 
2.5000 	-52.6667 	47.6167 	4.0000 
2.5000 	-50.4667 	67.0500 	8.0000 
2.5000 	-10.3083 	52.2000 	4.0000 
2.5000 	-10.1686 	52.1989 	8.0000 
2.5000 	-9.7256 	53.9567 	4.0000 
2.5000 	-9.7042 	51.8103 	3.0000 
2.5000 	-9.5889 	52.0367 	3.0000 
2.5000 	-9.5797 	52.0103 	3.0000 
2.5000 	-9.5614 	53.7600 	3.0000 
2.5000 	-9.5492 	53.7561 	3.0000 
2.5000 	-9.5425 	52.0025 	3.0000 
2.5000 	-9.4828 	52.0417 	3.0000 
2.5000 	-9.4564 	54.2056 	4.0000 
2.5000 	-9.4364 	54.0417 	3.0000 
2.5000 	-9.0986 	54.0500 	3.0000 
2.5000 	-8.5167 	42.5333 	8.0000 
2.5000 	-8.1500 	52.3719 	4.0000 
2.5000 	-7.9931 	53.0858 	4.0000 
2.5000 	-7.9833 	53.3244 	4.0000 
2.5000 	-7.6761 	53.3850 	8.0000 
2.5000 	-7.6325 	53.3225 	4.0000 
2.5000 	-7.4136 	53.3664 	3.0000 
2.5000 	-6.7781 	53.7244 	8.0000 
2.5000 	-6.7711 	40.2533 	3.0000 
2.5000 	-6.7333 	42.1000 	3.0000 
2.5000 	-6.4125 	52.9547 	3.0000 
2.5000 	-6.3897 	53.0175 	3.0000 
2.5000 	-6.3214 	42.3042 	6.0000 
2.5000 	-6.2097 	40.5467 	8.0000 
2.5000 	-6.0703 	42.1261 	8.0000 
2.5000 	-5.8333 	57.2500 	3.0000 
2.5000 	-5.7922 	40.3347 	8.0000 
2.5000 	-5.7689 	43.5289 	3.0000 
2.5000 	-5.4833 	57.0833 	8.0000 
2.5000 	-5.3500 	32.9000 	3.0000 
2.5000 	-5.3436 	57.5589 	3.0000 
2.5000 	-4.9358 	40.2222 	3.0000 
2.5000 	-4.7000 	58.4667 	8.0000 
2.5000 	-4.6742 	39.5972 	8.0000 
2.5000 	-4.6681 	41.1919 	8.0000 
2.5000 	-4.4892 	43.2328 	4.0000 
2.5000 	-4.4000 	55.1167 	3.0000 
2.5000 	-4.2833 	55.0667 	4.0000 
2.5000 	-3.9819 	50.6275 	4.0000 
2.5000 	-3.9622 	50.6125 	3.0000 
2.5000 	-3.9569 	50.6547 	3.0000 
2.5000 	-3.9427 	50.6228 	4.0000 
2.5000 	-3.9100 	50.6556 	8.0000 
2.5000 	-3.8872 	48.3536 	4.0000 
2.5000 	-3.8328 	51.1394 	8.0000 
2.5000 	-3.8261 	51.1172 	8.0000 
2.5000 	-3.8047 	51.1203 	4.0000 
2.5000 	-3.8000 	57.0833 	3.0000 
2.5000 	-3.6875 	51.0658 	8.0000 
2.5000 	-3.6783 	51.0544 	8.0000 
2.5000 	-3.6439 	50.9781 	8.0000 
2.5000 	-3.6331 	50.9747 	8.0000 
2.5000 	-3.6236 	50.9706 	8.0000 
2.5000 	-3.4333 	50.9339 	8.0000 
2.5000 	-3.2008 	47.6328 	8.0000 
2.5000 	-3.0517 	47.5867 	3.0000 
2.5000 	-3.0453 	42.0456 	3.0000 
2.5000 	-2.8908 	47.5389 	8.0000 
2.5000 	-2.8742 	47.3353 	8.0000 
2.5000 	-2.8644 	47.3469 	8.0000 
2.5000 	-2.8483 	42.0003 	3.0000 
2.5000 	-2.8122 	41.9653 	3.0000 
2.5000 	-2.7272 	47.5125 	8.0000 
2.5000 	-2.6014 	36.7736 	8.0000 
2.5000 	-2.1656 	47.3397 	3.0000 
2.5000 	-2.1636 	54.0964 	3.0000 
2.5000 	-2.1592 	47.3725 	8.0000 
2.5000 	-2.1022 	47.2172 	8.0000 
2.5000 	-2.0167 	47.2650 	3.0000 
2.5000 	-1.8922 	46.6628 	8.0000 
2.5000 	-1.8786 	49.7039 	3.0000 
2.5000 	-1.8786 	49.7039 	8.0000 
2.5000 	-1.8167 	46.5500 	8.0000 
2.5000 	-1.7647 	46.5497 	8.0000 
2.5000 	-1.6089 	47.4117 	3.0000 
2.5000 	-1.5833 	53.2167 	8.0000 
2.5000 	-1.5669 	47.1925 	8.0000 
2.5000 	-1.5572 	47.2139 	3.0000 
2.5000 	-1.5514 	47.2225 	3.0000 
2.5000 	-1.5500 	43.2500 	4.0000 
2.5000 	-1.5431 	48.9297 	8.0000 
2.5000 	-1.5342 	47.3106 	3.0000 
2.5000 	-1.5028 	47.4028 	8.0000 
2.5000 	-1.4944 	47.4297 	8.0000 
2.5000 	-1.4786 	47.3581 	8.0000 
2.5000 	-1.4769 	47.3092 	8.0000 
2.5000 	-1.4769 	47.3092 	3.0000 
2.5000 	-1.3000 	54.7167 	3.0000 
2.5000 	-1.3000 	49.1733 	3.0000 
2.5000 	-1.2981 	49.6928 	8.0000 
2.5000 	-1.2936 	47.3556 	8.0000 
2.5000 	-1.2308 	49.6253 	8.0000 
2.5000 	-1.1650 	47.3825 	8.0000 
2.5000 	-1.1233 	47.3806 	8.0000 
2.5000 	-1.0700 	47.3867 	8.0000 
2.5000 	-1.0439 	46.3011 	3.0000 
2.5000 	-0.9192 	46.9636 	8.0000 
2.5000 	-0.9167 	48.4333 	3.0000 
2.5000 	-0.8606 	47.4136 	8.0000 
2.5000 	-0.7753 	46.0897 	8.0000 
2.5000 	-0.5464 	47.3900 	3.0000 
2.5000 	-0.4533 	49.2775 	8.0000 
2.5000 	-0.4278 	48.3500 	3.0000 
2.5000 	-0.4203 	47.9517 	8.0000 
2.5000 	-0.4164 	47.9694 	8.0000 
2.5000 	-0.3056 	48.0569 	3.0000 
2.5000 	-0.2111 	48.4167 	3.0000 
2.5000 	-0.1681 	49.1836 	8.0000 
2.5000 	-0.1681 	49.1836 	3.0000 
2.5000 	-0.0958 	47.2217 	3.0000 
2.5000 	0.0450 	51.5078 	8.0000 
2.5000 	0.0589 	51.5194 	8.0000 
2.5000 	0.0856 	51.4917 	8.0000 
2.5000 	0.1769 	51.5203 	3.0000 
2.5000 	0.2225 	51.4922 	8.0000 
2.5000 	0.3761 	51.4558 	3.0000 
2.5000 	0.4381 	52.4397 	3.0000 
2.5000 	0.4511 	47.3378 	3.0000 
2.5000 	0.4511 	47.3378 	3.0000 
2.5000 	0.4753 	47.3267 	3.0000 
2.5000 	0.4800 	47.1058 	8.0000 
2.5000 	0.4806 	47.0922 	3.0000 
2.5000 	0.6422 	47.4047 	8.0000 
2.5000 	0.6483 	47.4025 	3.0000 
2.5000 	0.6742 	47.4867 	4.0000 
2.5000 	0.6742 	47.4867 	8.0000 
2.5000 	0.8281 	51.0436 	3.0000 
2.5000 	0.8300 	50.9628 	3.0000 
2.5000 	0.8356 	51.0178 	4.0000 
2.5000 	1.1508 	47.8708 	8.0000 
2.5000 	1.1639 	46.8094 	8.0000 
2.5000 	1.6997 	47.8586 	3.0000 
2.5000 	1.7500 	48.4167 	8.0000 
2.5000 	2.2517 	50.7942 	8.0000 
2.5000 	2.3100 	48.1006 	8.0000 
2.5000 	2.3106 	45.6492 	3.0000 
2.5000 	2.3192 	47.8103 	3.0000 
2.5000 	2.3192 	47.8103 	8.0000 
2.5000 	2.3372 	45.6964 	3.0000 
2.5000 	2.3444 	45.5408 	3.0000 
2.5000 	2.3761 	46.8522 	3.0000 
2.5000 	2.5828 	48.1022 	8.0000 
2.5000 	2.6361 	45.3861 	3.0000 
2.5000 	2.7856 	43.5753 	3.0000 
2.5000 	2.8592 	45.1394 	4.0000 
2.5000 	2.8592 	45.1394 	3.0000 
2.5000 	2.9667 	43.5667 	3.0000 
2.5000 	3.0000 	43.2667 	8.0000 
2.5000 	3.0811 	44.7444 	3.0000 
2.5000 	3.1250 	44.5667 	3.0000 
2.5000 	3.1333 	49.1833 	3.0000 
2.5000 	3.6000 	44.4333 	3.0000 
2.5000 	3.6000 	44.4500 	3.0000 
2.5000 	3.6500 	44.4667 	3.0000 
2.5000 	3.8167 	49.6167 	4.0000 
2.5000 	3.9650 	39.9369 	8.0000 
2.5000 	4.0100 	46.9564 	3.0000 
2.5000 	4.0106 	46.9608 	3.0000 
2.5000 	4.0186 	47.2736 	3.0000 
2.5000 	4.0272 	39.9247 	3.0000 
2.5000 	4.0353 	47.2275 	3.0000 
2.5000 	4.0486 	47.2033 	3.0000 
2.5000 	4.0500 	47.0119 	3.0000 
2.5000 	4.1069 	47.2147 	3.0000 
2.5000 	4.1228 	47.3178 	3.0000 
2.5000 	4.1264 	39.8750 	4.0000 
2.5000 	4.2453 	51.3208 	3.0000 
2.5000 	4.3731 	47.9572 	3.0000 
2.5000 	5.0756 	51.8881 	8.0000 
2.5000 	5.0756 	51.8881 	3.0000 
2.5000 	5.2567 	45.0708 	4.0000 
2.5000 	5.2567 	45.0708 	8.0000 
2.5000 	5.2833 	45.7908 	3.0000 
2.5000 	5.2833 	45.7908 	3.0000 
2.5000 	5.4506 	46.9139 	3.0000 
2.5000 	5.5000 	59.2833 	8.0000 
2.5000 	5.5619 	45.7772 	3.0000 
2.5000 	5.7003 	46.8906 	8.0000 
2.5000 	5.7492 	46.5650 	3.0000 
2.5000 	5.7933 	44.6753 	3.0000 
2.5000 	5.8067 	45.0689 	3.0000 
2.5000 	5.8564 	45.0736 	3.0000 
2.5000 	5.8853 	45.0561 	3.0000 
2.5000 	5.8853 	45.0561 	3.0000 
2.5000 	5.9831 	44.5083 	8.0000 
2.5000 	6.0000 	59.8167 	4.0000 
2.5000 	6.0631 	50.1228 	8.0000 
2.5000 	6.1283 	46.5000 	3.0000 
2.5000 	6.1500 	46.4681 	3.0000 
2.5000 	6.1667 	59.7000 	8.0000 
2.5000 	6.1722 	45.8567 	3.0000 
2.5000 	6.1736 	46.5667 	3.0000 
2.5000 	6.2292 	46.5464 	3.0000 
2.5000 	6.2317 	46.5397 	3.0000 
2.5000 	6.3272 	43.3811 	3.0000 
2.5000 	6.6333 	44.9975 	3.0000 
2.5000 	6.6975 	47.0803 	3.0000 
2.5000 	6.7683 	45.8931 	3.0000 
2.5000 	6.7939 	44.6353 	3.0000 
2.5000 	6.8606 	45.6953 	3.0000 
2.5000 	6.8725 	45.6933 	3.0000 
2.5000 	6.9917 	47.0192 	3.0000 
2.5000 	6.9917 	47.0192 	3.0000 
2.5000 	6.9944 	48.0133 	3.0000 
2.5000 	7.0000 	48.0319 	3.0000 
2.5000 	7.0000 	60.7167 	3.0000 
2.5000 	7.0175 	46.2372 	3.0000 
2.5000 	7.0500 	47.2406 	3.0000 
2.5000 	7.1172 	47.2631 	3.0000 
2.5000 	7.1236 	46.9350 	3.0000 
2.5000 	7.1319 	47.2883 	3.0000 
2.5000 	7.1986 	46.3597 	3.0000 
2.5000 	7.2389 	44.1472 	8.0000 
2.5000 	7.2981 	47.0306 	8.0000 
2.5000 	7.3883 	45.2330 	3.0000 
2.5000 	7.4031 	46.4283 	3.0000 
2.5000 	7.5903 	46.2308 	3.0000 
2.5000 	7.6000 	35.0833 	8.0000 
2.5000 	7.6861 	46.8508 	3.0000 
2.5000 	7.7350 	46.8219 	8.0000 
2.5000 	7.8331 	46.7942 	3.0000 
2.5000 	7.8442 	46.2831 	8.0000 
2.5000 	7.8450 	46.1956 	8.0000 
2.5000 	7.9775 	46.3844 	3.0000 
2.5000 	7.9906 	46.3719 	3.0000 
2.5000 	7.9917 	46.3411 	4.0000 
2.5000 	8.0114 	46.2311 	3.0000 
2.5000 	8.0256 	46.3897 	4.0000 
2.5000 	8.0256 	46.3897 	3.0000 
2.5000 	8.0303 	46.3797 	3.0000 
2.5000 	8.0667 	47.9333 	3.0000 
2.5000 	8.1133 	46.2117 	3.0000 
2.5000 	8.2000 	47.8000 	8.0000 
2.5000 	8.2369 	48.5697 	3.0000 
2.5000 	8.2492 	48.4267 	3.0000 
2.5000 	8.2539 	36.8033 	8.0000 
2.5000 	8.2556 	46.5472 	8.0000 
2.5000 	8.2964 	48.6692 	3.0000 
2.5000 	8.2964 	48.6692 	3.0000 
2.5000 	8.3258 	47.0758 	4.0000 
2.5000 	8.3258 	47.0758 	4.0000 
2.5000 	8.3333 	36.8183 	8.0000 
2.5000 	8.3481 	48.5744 	3.0000 
2.5000 	8.3481 	48.5744 	3.0000 
2.5000 	8.3947 	36.5975 	8.0000 
2.5000 	8.4589 	48.7197 	3.0000 
2.5000 	8.4589 	48.7197 	3.0000 
2.5000 	8.4667 	47.2069 	3.0000 
2.5000 	8.5183 	46.4450 	8.0000 
2.5000 	8.6442 	48.7325 	3.0000 
2.5000 	8.6667 	61.4167 	8.0000 
2.5000 	8.7000 	63.7000 	4.0000 
2.5000 	8.7333 	53.7000 	4.0000 
2.5000 	8.7369 	53.6150 	3.0000 
2.5000 	8.7603 	49.0425 	8.0000 
2.5000 	8.7603 	49.0425 	3.0000 
2.5000 	8.7639 	53.6667 	3.0000 
2.5000 	8.9167 	47.7500 	8.0000 
2.5000 	8.9306 	47.7689 	3.0000 
2.5000 	8.9758 	47.6794 	3.0000 
2.5000 	8.9833 	47.7833 	3.0000 
2.5000 	9.0833 	37.1333 	6.0000 
2.5000 	9.0833 	37.1500 	3.0000 
2.5000 	9.0833 	37.1500 	3.0000 
2.5000 	9.3811 	47.1714 	3.0000 
2.5000 	9.5094 	51.7306 	3.0000 
2.5000 	10.1333 	62.5667 	4.0000 
2.5000 	10.1617 	51.5767 	3.0000 
2.5000 	10.1617 	51.5767 	3.0000 
2.5000 	10.1825 	51.9100 	3.0000 
2.5000 	10.2100 	46.6628 	4.0000 
2.5000 	10.2647 	46.8108 	3.0000 
2.5000 	10.2778 	46.7761 	3.0000 
2.5000 	10.3058 	51.6847 	3.0000 
2.5000 	10.3372 	46.4706 	8.0000 
2.5000 	10.3372 	46.4706 	4.0000 
2.5000 	10.3981 	62.3317 	4.0000 
2.5000 	10.4347 	46.5439 	3.0000 
2.5000 	10.4600 	51.7589 	3.0000 
2.5000 	10.4600 	51.7589 	4.0000 
2.5000 	10.5161 	51.7681 	4.0000 
2.5000 	10.8167 	46.8667 	3.0000 
2.5000 	10.8917 	42.9867 	8.0000 
2.5000 	10.9764 	47.2917 	3.0000 
2.5000 	11.0042 	47.2106 	3.0000 
2.5000 	11.0250 	46.8417 	3.0000 
2.5000 	11.0292 	46.8486 	8.0000 
2.5000 	11.1417 	47.0000 	3.0000 
2.5000 	11.1667 	47.0833 	3.0000 
2.5000 	11.1906 	47.9953 	3.0000 
2.5000 	11.1917 	47.3236 	3.0000 
2.5000 	11.4319 	46.6664 	3.0000 
2.5000 	11.4583 	46.6661 	3.0000 
2.5000 	11.4589 	46.6400 	3.0000 
2.5000 	11.4944 	46.6447 	3.0000 
2.5000 	11.6667 	64.9167 	3.0000 
2.5000 	11.7550 	46.9953 	8.0000 
2.5000 	11.8500 	53.4333 	3.0000 
2.5000 	12.0392 	47.5097 	3.0000 
2.5000 	12.1389 	47.2431 	3.0000 
2.5000 	12.1708 	47.6125 	3.0000 
2.5000 	12.3000 	47.6583 	3.0000 
2.5000 	12.3000 	47.6583 	4.0000 
2.5000 	12.3000 	47.6583 	4.0000 
2.5000 	12.3333 	42.1167 	8.0000 
2.5000 	12.3875 	49.7297 	3.0000 
2.5000 	12.4175 	47.3058 	3.0000 
2.5000 	12.4428 	49.3947 	3.0000 
2.5000 	12.4625 	49.7872 	3.0000 
2.5000 	12.5431 	49.6094 	4.0000 
2.5000 	12.6333 	37.6167 	3.0000 
2.5000 	12.6444 	47.1722 	4.0000 
2.5000 	12.6500 	37.6000 	8.0000 
2.5000 	12.8083 	47.9653 	4.0000 
2.5000 	12.8581 	48.9531 	3.0000 
2.5000 	12.9136 	52.3136 	3.0000 
2.5000 	13.0564 	52.5244 	4.0000 
2.5000 	13.0778 	47.9444 	4.0000 
2.5000 	13.1056 	47.9861 	3.0000 
2.5000 	13.2569 	52.5858 	3.0000 
2.5000 	13.2667 	47.7833 	3.0000 
2.5000 	13.3275 	49.1522 	3.0000 
2.5000 	13.4119 	49.0153 	3.0000 
2.5000 	13.4619 	49.0314 	3.0000 
2.5000 	13.5000 	50.5000 	3.0000 
2.5000 	13.6353 	48.9647 	3.0000 
2.5000 	13.6667 	58.5833 	3.0000 
2.5000 	13.7422 	48.8989 	3.0000 
2.5000 	13.8161 	48.9139 	3.0000 
2.5000 	13.8186 	48.9242 	3.0000 
2.5000 	13.8500 	53.2500 	3.0000 
2.5000 	13.8831 	48.8669 	3.0000 
2.5000 	13.9056 	47.1236 	4.0000 
2.5000 	14.1000 	52.8500 	3.0000 
2.5000 	14.1156 	50.3794 	3.0000 
2.5000 	14.1333 	53.0500 	3.0000 
2.5000 	14.1989 	51.9964 	3.0000 
2.5000 	14.2208 	53.6556 	3.0000 
2.5000 	14.2389 	50.0667 	3.0000 
2.5000 	14.2700 	50.8928 	3.0000 
2.5000 	14.3389 	50.8525 	3.0000 
2.5000 	14.4133 	50.8878 	3.0000 
2.5000 	14.5328 	50.2369 	3.0000 
2.5000 	14.5333 	57.6333 	3.0000 
2.5000 	14.5442 	50.2272 	8.0000 
2.5000 	14.6667 	53.9167 	8.0000 
2.5000 	14.8317 	50.2164 	3.0000 
2.5000 	14.8333 	48.8333 	4.0000 
2.5000 	14.9000 	49.2167 	3.0000 
2.5000 	15.2333 	44.1833 	3.0000 
2.5000 	15.5411 	50.7664 	3.0000 
2.5000 	15.5547 	50.7661 	3.0000 
2.5000 	15.6000 	40.9444 	3.0000 
2.5000 	15.6000 	40.9444 	3.0000 
2.5000 	15.7125 	50.7389 	3.0000 
2.5000 	15.7125 	50.7389 	3.0000 
2.5000 	15.7125 	50.7389 	3.0000 
2.5000 	15.7125 	50.7389 	3.0000 
2.5000 	15.7125 	50.7389 	3.0000 
2.5000 	16.0667 	58.0167 	8.0000 
2.5000 	16.1042 	50.6467 	3.0000 
2.5000 	16.1175 	50.5886 	3.0000 
2.5000 	16.1283 	50.6044 	3.0000 
2.5000 	16.1317 	50.5850 	3.0000 
2.5000 	16.1525 	50.5842 	3.0000 
2.5000 	16.9247 	46.7561 	3.0000 
2.5000 	16.9750 	48.9389 	8.0000 
2.5000 	17.1550 	46.7853 	3.0000 
2.5000 	17.1667 	48.8333 	8.0000 
2.5000 	17.2028 	48.9778 	3.0000 
2.5000 	17.2550 	47.2158 	3.0000 
2.5000 	17.2847 	54.7069 	3.0000 
2.5000 	17.3606 	52.5500 	4.0000 
2.5000 	17.3606 	52.5500 	4.0000 
2.5000 	17.3633 	52.3194 	3.0000 
2.5000 	17.3903 	52.5569 	3.0000 
2.5000 	17.3903 	52.5569 	3.0000 
2.5000 	17.7728 	53.7256 	3.0000 
2.5000 	17.8886 	48.8942 	3.0000 
2.5000 	18.1667 	54.7000 	3.0000 
2.5000 	18.6500 	53.5333 	3.0000 
2.5000 	18.9833 	52.9333 	4.0000 
2.5000 	19.2833 	49.5167 	3.0000 
2.5000 	19.4667 	54.1167 	8.0000 
2.5000 	19.4667 	54.1167 	3.0000 
2.5000 	19.5667 	49.4458 	8.0000 
2.5000 	19.6778 	49.0417 	4.0000 
2.5000 	20.0167 	63.9167 	4.0000 
2.5000 	20.0556 	49.1222 	3.0000 
2.5000 	20.1500 	60.2833 	8.0000 
2.5000 	20.4233 	48.3375 	3.0000 
2.5000 	20.4364 	48.3269 	3.0000 
2.5000 	20.5953 	39.8850 	8.0000 
2.5000 	20.6667 	52.5500 	8.0000 
2.5000 	20.7167 	69.1667 	4.0000 
2.5000 	20.7306 	39.7625 	3.0000 
2.5000 	20.7756 	39.9878 	8.0000 
2.5000 	20.7833 	50.7833 	3.0000 
2.5000 	20.7833 	40.7667 	3.0000 
2.5000 	20.8333 	38.8667 	3.0000 
2.5000 	20.8500 	51.0500 	3.0000 
2.5000 	21.0000 	68.9167 	3.0000 
2.5000 	21.1000 	49.6333 	4.0000 
2.5000 	21.2833 	50.7833 	4.0000 
2.5000 	21.2833 	50.7833 	4.0000 
2.5000 	21.2833 	50.7833 	8.0000 
2.5000 	21.2922 	55.4953 	4.0000 
2.5000 	21.4181 	53.7681 	8.0000 
2.5000 	21.4775 	39.5242 	3.0000 
2.5000 	21.6167 	49.7000 	8.0000 
2.5000 	21.7000 	49.5333 	3.0000 
2.5000 	21.8869 	49.3728 	3.0000 
2.5000 	21.9167 	40.8167 	3.0000 
2.5000 	21.9500 	61.3333 	3.0000 
2.5000 	22.0594 	45.1800 	3.0000 
2.5000 	22.1708 	40.2594 	3.0000 
2.5000 	22.2747 	41.0517 	8.0000 
2.5000 	22.5461 	40.1389 	3.0000 
2.5000 	22.6611 	47.1083 	3.0000 
2.5000 	22.8028 	45.3278 	3.0000 
2.5000 	22.8333 	39.1667 	3.0000 
2.5000 	22.8667 	62.1333 	8.0000 
2.5000 	23.0333 	41.7000 	3.0000 
2.5000 	23.1364 	46.4661 	3.0000 
2.5000 	23.5403 	47.8139 	3.0000 
2.5000 	23.5994 	41.2678 	3.0000 
2.5000 	23.6667 	41.7500 	4.0000 
2.5000 	23.8333 	60.7833 	4.0000 
2.5000 	23.8789 	52.7519 	4.0000 
2.5000 	24.1211 	54.0853 	3.0000 
2.5000 	24.1667 	60.4333 	8.0000 
2.5000 	24.3258 	41.4797 	8.0000 
2.5000 	24.3333 	41.9833 	3.0000 
2.5000 	24.3833 	45.7167 	3.0000 
2.5000 	24.3833 	45.7167 	3.0000 
2.5000 	24.8333 	42.8333 	3.0000 
2.5000 	25.2167 	61.8833 	3.0000 
2.5000 	25.2736 	47.1125 	3.0000 
2.5000 	25.4833 	51.9833 	4.0000 
2.5000 	25.6333 	58.2667 	8.0000 
2.5000 	25.9167 	46.0833 	4.0000 
2.5000 	25.9167 	46.0833 	3.0000 
2.5000 	26.3258 	59.1333 	3.0000 
2.5000 	26.6564 	53.1922 	4.0000 
2.5000 	26.7728 	42.6308 	8.0000 
2.5000 	27.2333 	58.4000 	3.0000 
2.5000 	27.4500 	58.1667 	3.0000 
2.5000 	27.6333 	70.4333 	3.0000 
2.5000 	27.6833 	69.1250 	4.0000 
2.5000 	27.7333 	42.3667 	4.0000 
2.5000 	27.8333 	43.2000 	4.0000 
2.5000 	27.8333 	43.2000 	3.0000 
2.5000 	28.1167 	61.2167 	8.0000 
2.5000 	28.2500 	48.7500 	3.0000 
2.5000 	28.4064 	42.4656 	3.0000 
2.5000 	28.4167 	70.1833 	4.0000 
2.5000 	28.5500 	43.6667 	3.0000 
2.5000 	28.6147 	59.6150 	3.0000 
2.5000 	28.8333 	69.5833 	3.0000 
2.5000 	29.5169 	60.5022 	4.0000 
2.5000 	29.7453 	61.0931 	4.0000 
2.5000 	29.8983 	36.9975 	8.0000 
2.5000 	29.9772 	59.0111 	4.0000 
2.5000 	30.2500 	40.7167 	3.0000 
2.5000 	30.3164 	60.3625 	4.0000 
2.5000 	31.0003 	58.1200 	4.0000 
2.5000 	31.0333 	70.3167 	3.0000 
2.5000 	32.0275 	56.2853 	3.0000 
2.5000 	32.6167 	46.5167 	3.0000 
2.5000 	33.6500 	62.2833 	3.0000 
2.5000 	33.6667 	67.8333 	8.0000 
2.5000 	35.3256 	68.8253 	4.0000 
2.5000 	35.3883 	31.4189 	8.0000 
2.5000 	35.4297 	31.4911 	8.0000 
2.5000 	35.7747 	53.2281 	3.0000 
2.5000 	36.0667 	69.0667 	4.0000 
2.5000 	36.2525 	53.8347 	3.0000 
2.5000 	37.3333 	56.0667 	3.0000 
2.5000 	38.5853 	53.6694 	8.0000 
2.5000 	38.7667 	56.8167 	3.0000 
2.5000 	39.4514 	57.1833 	3.0000 
2.5000 	40.4806 	43.6667 	8.0000 
2.5000 	41.0397 	55.1181 	3.0000 
2.5000 	41.7961 	41.8653 	3.0000 
2.5000 	43.0000 	38.5000 	8.0000 
2.5000 	45.4667 	37.5833 	3.0000 
2.5000 	46.1167 	35.5333 	3.0000 
2.5000 	46.6319 	37.6653 	8.0000 
2.5000 	46.7333 	61.2667 	4.0000 
2.5000 	51.8400 	53.0300 	3.0000 
2.5000 	54.7500 	52.2400 	3.0000 
2.5000 	57.8800 	56.3200 	3.0000 
2.5000 	60.7500 	56.7700 	3.0000 
2.5000 	62.3700 	55.5300 	3.0000 
2.5000 	64.2500 	53.7700 	6.0000 
2.5000 	65.7500 	68.2500 	4.0000 
2.5000 	66.5000 	60.0000 	3.0000 
2.5000 	70.2200 	53.0300 	3.0000 
2.5000 	70.4200 	52.9700 	3.0000 
2.5000 	71.9700 	41.8700 	6.0000 
2.5000 	71.9700 	41.8500 	6.0000 
2.5000 	72.8300 	41.2800 	9.0000 
2.5000 	78.0300 	33.3100 	6.0000 
2.5000 	78.3200 	32.9300 	6.0000 
2.5000 	78.3300 	59.0000 	3.0000 
2.5000 	78.6300 	52.8500 	6.0000 
2.5000 	79.1200 	33.4400 	8.0000 
2.5000 	79.6700 	73.4100 	4.0000 
